zip,ocd
72821,ocd-division/country:us/state:ar/cd:4
72821,ocd-division/country:us/state:ar
72823,ocd-division/country:us/state:ar/cd:2
72823,ocd-division/country:us/state:ar
72823,ocd-division/country:us/state:ar/cd:3
72824,ocd-division/country:us/state:ar/cd:4
72824,ocd-division/country:us/state:ar
72826,ocd-division/country:us/state:ar/cd:4
72826,ocd-division/country:us/state:ar
72827,ocd-division/country:us/state:ar/cd:4
72827,ocd-division/country:us/state:ar
72828,ocd-division/country:us/state:ar/cd:4
72828,ocd-division/country:us/state:ar
72830,ocd-division/country:us/state:ar/cd:4
72830,ocd-division/country:us/state:ar
72832,ocd-division/country:us/state:ar/cd:4
72832,ocd-division/country:us/state:ar
72833,ocd-division/country:us/state:ar/cd:4
72833,ocd-division/country:us/state:ar
72834,ocd-division/country:us/state:ar/cd:4
72834,ocd-division/country:us/state:ar
72835,ocd-division/country:us/state:ar/cd:4
72835,ocd-division/country:us/state:ar
72837,ocd-division/country:us/state:ar/cd:3
72837,ocd-division/country:us/state:ar
72838,ocd-division/country:us/state:ar/cd:4
72838,ocd-division/country:us/state:ar
72839,ocd-division/country:us/state:ar/cd:3
72839,ocd-division/country:us/state:ar
72839,ocd-division/country:us/state:ar/cd:4
72840,ocd-division/country:us/state:ar/cd:4
72840,ocd-division/country:us/state:ar
72841,ocd-division/country:us/state:ar/cd:4
72841,ocd-division/country:us/state:ar
72842,ocd-division/country:us/state:ar/cd:4
72842,ocd-division/country:us/state:ar
72843,ocd-division/country:us/state:ar/cd:3
72843,ocd-division/country:us/state:ar
72845,ocd-division/country:us/state:ar/cd:4
72845,ocd-division/country:us/state:ar
72846,ocd-division/country:us/state:ar/cd:3
72846,ocd-division/country:us/state:ar
72846,ocd-division/country:us/state:ar/cd:4
72847,ocd-division/country:us/state:ar/cd:3
72847,ocd-division/country:us/state:ar
72847,ocd-division/country:us/state:ar/cd:4
72851,ocd-division/country:us/state:ar/cd:4
72851,ocd-division/country:us/state:ar
72852,ocd-division/country:us/state:ar/cd:4
72852,ocd-division/country:us/state:ar
72853,ocd-division/country:us/state:ar/cd:2
72853,ocd-division/country:us/state:ar
72853,ocd-division/country:us/state:ar/cd:4
72854,ocd-division/country:us/state:ar/cd:4
72854,ocd-division/country:us/state:ar
72855,ocd-division/country:us/state:ar/cd:4
72855,ocd-division/country:us/state:ar
72856,ocd-division/country:us/state:ar/cd:3
72856,ocd-division/country:us/state:ar
72856,ocd-division/country:us/state:ar/cd:4
72857,ocd-division/country:us/state:ar/cd:2
72857,ocd-division/country:us/state:ar
72857,ocd-division/country:us/state:ar/cd:4
72858,ocd-division/country:us/state:ar/cd:3
72858,ocd-division/country:us/state:ar
72860,ocd-division/country:us/state:ar/cd:4
72860,ocd-division/country:us/state:ar
72863,ocd-division/country:us/state:ar/cd:4
72863,ocd-division/country:us/state:ar
72865,ocd-division/country:us/state:ar/cd:4
72865,ocd-division/country:us/state:ar
72901,ocd-division/country:us/state:ar/cd:3
72901,ocd-division/country:us/state:ar
72903,ocd-division/country:us/state:ar/cd:3
72903,ocd-division/country:us/state:ar
72904,ocd-division/country:us/state:ar/cd:3
72904,ocd-division/country:us/state:ar
72908,ocd-division/country:us/state:ar/cd:3
72908,ocd-division/country:us/state:ar
72916,ocd-division/country:us/state:ar/cd:3
72916,ocd-division/country:us/state:ar
72921,ocd-division/country:us/state:ar/cd:3
72921,ocd-division/country:us/state:ar
72921,ocd-division/country:us/state:ar/cd:4
72923,ocd-division/country:us/state:ar/cd:3
72923,ocd-division/country:us/state:ar
72926,ocd-division/country:us/state:ar/cd:4
72926,ocd-division/country:us/state:ar
72927,ocd-division/country:us/state:ar/cd:3
72927,ocd-division/country:us/state:ar
72927,ocd-division/country:us/state:ar/cd:4
72928,ocd-division/country:us/state:ar/cd:4
72928,ocd-division/country:us/state:ar
72930,ocd-division/country:us/state:ar/cd:4
72930,ocd-division/country:us/state:ar
72932,ocd-division/country:us/state:ar/cd:3
72932,ocd-division/country:us/state:ar
72933,ocd-division/country:us/state:ar/cd:3
72933,ocd-division/country:us/state:ar
72933,ocd-division/country:us/state:ar/cd:4
72934,ocd-division/country:us/state:ar/cd:3
72934,ocd-division/country:us/state:ar
72934,ocd-division/country:us/state:ar/cd:4
72935,ocd-division/country:us/state:ar/cd:4
72935,ocd-division/country:us/state:ar
72936,ocd-division/country:us/state:ar/cd:3
72936,ocd-division/country:us/state:ar
72936,ocd-division/country:us/state:ar/cd:4
72937,ocd-division/country:us/state:ar/cd:3
72937,ocd-division/country:us/state:ar
72937,ocd-division/country:us/state:ar/cd:4
72938,ocd-division/country:us/state:ar/cd:4
72938,ocd-division/country:us/state:ar
72940,ocd-division/country:us/state:ar/cd:3
72940,ocd-division/country:us/state:ar
72940,ocd-division/country:us/state:ar/cd:4
72941,ocd-division/country:us/state:ar/cd:3
72941,ocd-division/country:us/state:ar
72941,ocd-division/country:us/state:ar/cd:4
72943,ocd-division/country:us/state:ar/cd:4
72943,ocd-division/country:us/state:ar
72944,ocd-division/country:us/state:ar/cd:4
72944,ocd-division/country:us/state:ar
72945,ocd-division/country:us/state:ar/cd:3
72945,ocd-division/country:us/state:ar
72945,ocd-division/country:us/state:ar/cd:4
72946,ocd-division/country:us/state:ar/cd:3
72946,ocd-division/country:us/state:ar
72946,ocd-division/country:us/state:ar/cd:4
72947,ocd-division/country:us/state:ar/cd:4
72947,ocd-division/country:us/state:ar
72948,ocd-division/country:us/state:ar/cd:3
72948,ocd-division/country:us/state:ar
72949,ocd-division/country:us/state:ar/cd:4
72949,ocd-division/country:us/state:ar
72950,ocd-division/country:us/state:ar/cd:4
72950,ocd-division/country:us/state:ar
72951,ocd-division/country:us/state:ar/cd:4
72951,ocd-division/country:us/state:ar
72952,ocd-division/country:us/state:ar/cd:3
72952,ocd-division/country:us/state:ar
72955,ocd-division/country:us/state:ar/cd:3
72955,ocd-division/country:us/state:ar
72956,ocd-division/country:us/state:ar/cd:3
72956,ocd-division/country:us/state:ar
72956,ocd-division/country:us/state:ar/cd:4
72958,ocd-division/country:us/state:ar/cd:4
72958,ocd-division/country:us/state:ar
72959,ocd-division/country:us/state:ar/cd:3
72959,ocd-division/country:us/state:ar
72959,ocd-division/country:us/state:ar/cd:4
75556,ocd-division/country:us/state:ar/cd:4
75556,ocd-division/country:us/state:ar
89010,ocd-division/country:us/state:ca/cd:8
89010,ocd-division/country:us/state:ca
89019,ocd-division/country:us/state:ca/cd:8
89019,ocd-division/country:us/state:ca
89060,ocd-division/country:us/state:ca/cd:8
89060,ocd-division/country:us/state:ca
89061,ocd-division/country:us/state:ca/cd:8
89061,ocd-division/country:us/state:ca
89439,ocd-division/country:us/state:ca/cd:1
89439,ocd-division/country:us/state:ca
90001,ocd-division/country:us/state:ca/cd:40
90001,ocd-division/country:us/state:ca
90001,ocd-division/country:us/state:ca/cd:43
90001,ocd-division/country:us/state:ca/cd:44
90002,ocd-division/country:us/state:ca/cd:43
90002,ocd-division/country:us/state:ca
90002,ocd-division/country:us/state:ca/cd:44
90003,ocd-division/country:us/state:ca/cd:37
90003,ocd-division/country:us/state:ca
90003,ocd-division/country:us/state:ca/cd:40
90003,ocd-division/country:us/state:ca/cd:43
90004,ocd-division/country:us/state:ca/cd:28
90004,ocd-division/country:us/state:ca
90004,ocd-division/country:us/state:ca/cd:33
90004,ocd-division/country:us/state:ca/cd:34
90005,ocd-division/country:us/state:ca/cd:33
90005,ocd-division/country:us/state:ca
90005,ocd-division/country:us/state:ca/cd:34
90005,ocd-division/country:us/state:ca/cd:37
90006,ocd-division/country:us/state:ca/cd:34
90006,ocd-division/country:us/state:ca
90007,ocd-division/country:us/state:ca/cd:34
90007,ocd-division/country:us/state:ca
90007,ocd-division/country:us/state:ca/cd:37
90007,ocd-division/country:us/state:ca/cd:40
90008,ocd-division/country:us/state:ca/cd:37
90008,ocd-division/country:us/state:ca
90010,ocd-division/country:us/state:ca/cd:33
90010,ocd-division/country:us/state:ca
90010,ocd-division/country:us/state:ca/cd:34
90010,ocd-division/country:us/state:ca/cd:37
90011,ocd-division/country:us/state:ca/cd:37
90011,ocd-division/country:us/state:ca
90011,ocd-division/country:us/state:ca/cd:40
90012,ocd-division/country:us/state:ca/cd:34
90012,ocd-division/country:us/state:ca
90013,ocd-division/country:us/state:ca/cd:34
90013,ocd-division/country:us/state:ca
90014,ocd-division/country:us/state:ca/cd:34
90014,ocd-division/country:us/state:ca
90015,ocd-division/country:us/state:ca/cd:34
90015,ocd-division/country:us/state:ca
90015,ocd-division/country:us/state:ca/cd:37
90015,ocd-division/country:us/state:ca/cd:40
90016,ocd-division/country:us/state:ca/cd:37
90016,ocd-division/country:us/state:ca
90017,ocd-division/country:us/state:ca/cd:34
90017,ocd-division/country:us/state:ca
90018,ocd-division/country:us/state:ca/cd:34
90018,ocd-division/country:us/state:ca
90018,ocd-division/country:us/state:ca/cd:37
90019,ocd-division/country:us/state:ca/cd:34
90019,ocd-division/country:us/state:ca
90019,ocd-division/country:us/state:ca/cd:37
90020,ocd-division/country:us/state:ca/cd:33
90020,ocd-division/country:us/state:ca
90020,ocd-division/country:us/state:ca/cd:34
90021,ocd-division/country:us/state:ca/cd:34
90021,ocd-division/country:us/state:ca
90021,ocd-division/country:us/state:ca/cd:40
90022,ocd-division/country:us/state:ca/cd:27
90022,ocd-division/country:us/state:ca
90022,ocd-division/country:us/state:ca/cd:34
90022,ocd-division/country:us/state:ca/cd:38
90022,ocd-division/country:us/state:ca/cd:40
90023,ocd-division/country:us/state:ca/cd:34
90023,ocd-division/country:us/state:ca
90023,ocd-division/country:us/state:ca/cd:40
90024,ocd-division/country:us/state:ca/cd:33
90024,ocd-division/country:us/state:ca
90024,ocd-division/country:us/state:ca/cd:37
90025,ocd-division/country:us/state:ca/cd:33
90025,ocd-division/country:us/state:ca
90025,ocd-division/country:us/state:ca/cd:37
90026,ocd-division/country:us/state:ca/cd:28
90026,ocd-division/country:us/state:ca
90026,ocd-division/country:us/state:ca/cd:34
90027,ocd-division/country:us/state:ca/cd:28
90027,ocd-division/country:us/state:ca
90028,ocd-division/country:us/state:ca/cd:28
90028,ocd-division/country:us/state:ca
90029,ocd-division/country:us/state:ca/cd:28
90029,ocd-division/country:us/state:ca
90031,ocd-division/country:us/state:ca/cd:28
90031,ocd-division/country:us/state:ca
90031,ocd-division/country:us/state:ca/cd:34
90032,ocd-division/country:us/state:ca/cd:34
90032,ocd-division/country:us/state:ca
90033,ocd-division/country:us/state:ca/cd:34
90033,ocd-division/country:us/state:ca
90034,ocd-division/country:us/state:ca/cd:37
90034,ocd-division/country:us/state:ca
90035,ocd-division/country:us/state:ca/cd:33
90035,ocd-division/country:us/state:ca
90035,ocd-division/country:us/state:ca/cd:37
90036,ocd-division/country:us/state:ca/cd:28
90036,ocd-division/country:us/state:ca
90036,ocd-division/country:us/state:ca/cd:33
90036,ocd-division/country:us/state:ca/cd:37
90037,ocd-division/country:us/state:ca/cd:37
90037,ocd-division/country:us/state:ca
90037,ocd-division/country:us/state:ca/cd:40
90038,ocd-division/country:us/state:ca/cd:28
90038,ocd-division/country:us/state:ca
90038,ocd-division/country:us/state:ca/cd:34
90039,ocd-division/country:us/state:ca/cd:28
90039,ocd-division/country:us/state:ca
90040,ocd-division/country:us/state:ca/cd:40
90040,ocd-division/country:us/state:ca
90041,ocd-division/country:us/state:ca/cd:34
90041,ocd-division/country:us/state:ca
90042,ocd-division/country:us/state:ca/cd:27
90042,ocd-division/country:us/state:ca
90042,ocd-division/country:us/state:ca/cd:28
90042,ocd-division/country:us/state:ca/cd:34
90043,ocd-division/country:us/state:ca/cd:37
90043,ocd-division/country:us/state:ca
90044,ocd-division/country:us/state:ca/cd:37
90044,ocd-division/country:us/state:ca
90044,ocd-division/country:us/state:ca/cd:43
90044,ocd-division/country:us/state:ca/cd:44
90045,ocd-division/country:us/state:ca/cd:37
90045,ocd-division/country:us/state:ca
90045,ocd-division/country:us/state:ca/cd:43
90046,ocd-division/country:us/state:ca/cd:28
90046,ocd-division/country:us/state:ca
90046,ocd-division/country:us/state:ca/cd:30
90046,ocd-division/country:us/state:ca/cd:33
90047,ocd-division/country:us/state:ca/cd:37
90047,ocd-division/country:us/state:ca
90047,ocd-division/country:us/state:ca/cd:43
90048,ocd-division/country:us/state:ca/cd:28
90048,ocd-division/country:us/state:ca
90048,ocd-division/country:us/state:ca/cd:33
90048,ocd-division/country:us/state:ca/cd:37
90049,ocd-division/country:us/state:ca/cd:30
90049,ocd-division/country:us/state:ca
90049,ocd-division/country:us/state:ca/cd:33
90056,ocd-division/country:us/state:ca/cd:37
90056,ocd-division/country:us/state:ca
90057,ocd-division/country:us/state:ca/cd:34
90057,ocd-division/country:us/state:ca
90058,ocd-division/country:us/state:ca/cd:34
90058,ocd-division/country:us/state:ca
90058,ocd-division/country:us/state:ca/cd:40
90059,ocd-division/country:us/state:ca/cd:43
90059,ocd-division/country:us/state:ca
90059,ocd-division/country:us/state:ca/cd:44
90061,ocd-division/country:us/state:ca/cd:43
90061,ocd-division/country:us/state:ca
90061,ocd-division/country:us/state:ca/cd:44
90062,ocd-division/country:us/state:ca/cd:37
90062,ocd-division/country:us/state:ca
90063,ocd-division/country:us/state:ca/cd:34
90063,ocd-division/country:us/state:ca
90063,ocd-division/country:us/state:ca/cd:40
90064,ocd-division/country:us/state:ca/cd:33
90064,ocd-division/country:us/state:ca
90064,ocd-division/country:us/state:ca/cd:37
90065,ocd-division/country:us/state:ca/cd:28
90065,ocd-division/country:us/state:ca
90065,ocd-division/country:us/state:ca/cd:34
90066,ocd-division/country:us/state:ca/cd:33
90066,ocd-division/country:us/state:ca
90066,ocd-division/country:us/state:ca/cd:37
90066,ocd-division/country:us/state:ca/cd:43
90067,ocd-division/country:us/state:ca/cd:37
90067,ocd-division/country:us/state:ca
90068,ocd-division/country:us/state:ca/cd:28
90068,ocd-division/country:us/state:ca
90068,ocd-division/country:us/state:ca/cd:30
90069,ocd-division/country:us/state:ca/cd:28
90069,ocd-division/country:us/state:ca
90071,ocd-division/country:us/state:ca/cd:34
90071,ocd-division/country:us/state:ca
90073,ocd-division/country:us/state:ca/cd:33
90073,ocd-division/country:us/state:ca
90077,ocd-division/country:us/state:ca/cd:30
90077,ocd-division/country:us/state:ca
90077,ocd-division/country:us/state:ca/cd:33
90079,ocd-division/country:us/state:ca/cd:34
90079,ocd-division/country:us/state:ca
90089,ocd-division/country:us/state:ca/cd:34
90089,ocd-division/country:us/state:ca
90089,ocd-division/country:us/state:ca/cd:37
90090,ocd-division/country:us/state:ca/cd:34
90090,ocd-division/country:us/state:ca
90094,ocd-division/country:us/state:ca/cd:43
90094,ocd-division/country:us/state:ca
90095,ocd-division/country:us/state:ca/cd:33
90095,ocd-division/country:us/state:ca
90201,ocd-division/country:us/state:ca/cd:40
90201,ocd-division/country:us/state:ca
90210,ocd-division/country:us/state:ca/cd:28
90210,ocd-division/country:us/state:ca
90210,ocd-division/country:us/state:ca/cd:30
90210,ocd-division/country:us/state:ca/cd:33
90211,ocd-division/country:us/state:ca/cd:33
90211,ocd-division/country:us/state:ca
90212,ocd-division/country:us/state:ca/cd:33
90212,ocd-division/country:us/state:ca
90212,ocd-division/country:us/state:ca/cd:37
90220,ocd-division/country:us/state:ca/cd:44
90220,ocd-division/country:us/state:ca
90221,ocd-division/country:us/state:ca/cd:40
90221,ocd-division/country:us/state:ca
90221,ocd-division/country:us/state:ca/cd:44
90222,ocd-division/country:us/state:ca/cd:44
