zip,ocd
11804,ocd-division/country:us/state:ny/cd:3
11804,ocd-division/country:us/state:ny
11901,ocd-division/country:us/state:ny/cd:1
11901,ocd-division/country:us/state:ny
11930,ocd-division/country:us/state:ny/cd:1
11930,ocd-division/country:us/state:ny
11931,ocd-division/country:us/state:ny/cd:1
11931,ocd-division/country:us/state:ny
11932,ocd-division/country:us/state:ny/cd:1
11932,ocd-division/country:us/state:ny
11933,ocd-division/country:us/state:ny/cd:1
11933,ocd-division/country:us/state:ny
11934,ocd-division/country:us/state:ny/cd:1
11934,ocd-division/country:us/state:ny
11935,ocd-division/country:us/state:ny/cd:1
11935,ocd-division/country:us/state:ny
11937,ocd-division/country:us/state:ny/cd:1
11937,ocd-division/country:us/state:ny
11939,ocd-division/country:us/state:ny/cd:1
11939,ocd-division/country:us/state:ny
11940,ocd-division/country:us/state:ny/cd:1
11940,ocd-division/country:us/state:ny
11941,ocd-division/country:us/state:ny/cd:1
11941,ocd-division/country:us/state:ny
11942,ocd-division/country:us/state:ny/cd:1
11942,ocd-division/country:us/state:ny
11944,ocd-division/country:us/state:ny/cd:1
11944,ocd-division/country:us/state:ny
11946,ocd-division/country:us/state:ny/cd:1
11946,ocd-division/country:us/state:ny
11947,ocd-division/country:us/state:ny/cd:1
11947,ocd-division/country:us/state:ny
11948,ocd-division/country:us/state:ny/cd:1
11948,ocd-division/country:us/state:ny
11949,ocd-division/country:us/state:ny/cd:1
11949,ocd-division/country:us/state:ny
11950,ocd-division/country:us/state:ny/cd:1
11950,ocd-division/country:us/state:ny
11951,ocd-division/country:us/state:ny/cd:1
11951,ocd-division/country:us/state:ny
11952,ocd-division/country:us/state:ny/cd:1
11952,ocd-division/country:us/state:ny
11953,ocd-division/country:us/state:ny/cd:1
11953,ocd-division/country:us/state:ny
11954,ocd-division/country:us/state:ny/cd:1
11954,ocd-division/country:us/state:ny
11955,ocd-division/country:us/state:ny/cd:1
11955,ocd-division/country:us/state:ny
11956,ocd-division/country:us/state:ny/cd:1
11956,ocd-division/country:us/state:ny
11957,ocd-division/country:us/state:ny/cd:1
11957,ocd-division/country:us/state:ny
11958,ocd-division/country:us/state:ny/cd:1
11958,ocd-division/country:us/state:ny
11959,ocd-division/country:us/state:ny/cd:1
11959,ocd-division/country:us/state:ny
11960,ocd-division/country:us/state:ny/cd:1
11960,ocd-division/country:us/state:ny
11961,ocd-division/country:us/state:ny/cd:1
11961,ocd-division/country:us/state:ny
11962,ocd-division/country:us/state:ny/cd:1
11962,ocd-division/country:us/state:ny
11963,ocd-division/country:us/state:ny/cd:1
11963,ocd-division/country:us/state:ny
11964,ocd-division/country:us/state:ny/cd:1
11964,ocd-division/country:us/state:ny
11965,ocd-division/country:us/state:ny/cd:1
11965,ocd-division/country:us/state:ny
11967,ocd-division/country:us/state:ny/cd:1
11967,ocd-division/country:us/state:ny
11968,ocd-division/country:us/state:ny/cd:1
11968,ocd-division/country:us/state:ny
11970,ocd-division/country:us/state:ny/cd:1
11970,ocd-division/country:us/state:ny
11971,ocd-division/country:us/state:ny/cd:1
11971,ocd-division/country:us/state:ny
11972,ocd-division/country:us/state:ny/cd:1
11972,ocd-division/country:us/state:ny
11973,ocd-division/country:us/state:ny/cd:1
11973,ocd-division/country:us/state:ny
11975,ocd-division/country:us/state:ny/cd:1
11975,ocd-division/country:us/state:ny
11976,ocd-division/country:us/state:ny/cd:1
11976,ocd-division/country:us/state:ny
11977,ocd-division/country:us/state:ny/cd:1
11977,ocd-division/country:us/state:ny
11978,ocd-division/country:us/state:ny/cd:1
11978,ocd-division/country:us/state:ny
11980,ocd-division/country:us/state:ny/cd:1
11980,ocd-division/country:us/state:ny
12007,ocd-division/country:us/state:ny/cd:20
12007,ocd-division/country:us/state:ny
12008,ocd-division/country:us/state:ny/cd:20
12008,ocd-division/country:us/state:ny
12009,ocd-division/country:us/state:ny/cd:20
12009,ocd-division/country:us/state:ny
12010,ocd-division/country:us/state:ny/cd:20
12010,ocd-division/country:us/state:ny
12010,ocd-division/country:us/state:ny/cd:21
12015,ocd-division/country:us/state:ny/cd:19
12015,ocd-division/country:us/state:ny
12017,ocd-division/country:us/state:ny/cd:19
12017,ocd-division/country:us/state:ny
12018,ocd-division/country:us/state:ny/cd:19
12018,ocd-division/country:us/state:ny
12019,ocd-division/country:us/state:ny/cd:20
12019,ocd-division/country:us/state:ny
12020,ocd-division/country:us/state:ny/cd:20
12020,ocd-division/country:us/state:ny
12020,ocd-division/country:us/state:ny/cd:21
12022,ocd-division/country:us/state:ny/cd:19
12022,ocd-division/country:us/state:ny
12023,ocd-division/country:us/state:ny/cd:19
12023,ocd-division/country:us/state:ny
12023,ocd-division/country:us/state:ny/cd:20
12024,ocd-division/country:us/state:ny/cd:19
12024,ocd-division/country:us/state:ny
12025,ocd-division/country:us/state:ny/cd:21
12025,ocd-division/country:us/state:ny
12027,ocd-division/country:us/state:ny/cd:20
12027,ocd-division/country:us/state:ny
12028,ocd-division/country:us/state:ny/cd:19
12028,ocd-division/country:us/state:ny
12028,ocd-division/country:us/state:ny/cd:21
12029,ocd-division/country:us/state:ny/cd:19
12029,ocd-division/country:us/state:ny
12031,ocd-division/country:us/state:ny/cd:19
12031,ocd-division/country:us/state:ny
12032,ocd-division/country:us/state:ny/cd:21
12032,ocd-division/country:us/state:ny
12033,ocd-division/country:us/state:ny/cd:19
12033,ocd-division/country:us/state:ny
12033,ocd-division/country:us/state:ny/cd:20
12035,ocd-division/country:us/state:ny/cd:19
12035,ocd-division/country:us/state:ny
12036,ocd-division/country:us/state:ny/cd:19
12036,ocd-division/country:us/state:ny
12037,ocd-division/country:us/state:ny/cd:19
12037,ocd-division/country:us/state:ny
12040,ocd-division/country:us/state:ny/cd:19
12040,ocd-division/country:us/state:ny
12041,ocd-division/country:us/state:ny/cd:20
12041,ocd-division/country:us/state:ny
12042,ocd-division/country:us/state:ny/cd:19
12042,ocd-division/country:us/state:ny
12043,ocd-division/country:us/state:ny/cd:19
12043,ocd-division/country:us/state:ny
12045,ocd-division/country:us/state:ny/cd:20
12045,ocd-division/country:us/state:ny
12046,ocd-division/country:us/state:ny/cd:19
12046,ocd-division/country:us/state:ny
12046,ocd-division/country:us/state:ny/cd:20
12047,ocd-division/country:us/state:ny/cd:20
12047,ocd-division/country:us/state:ny
12051,ocd-division/country:us/state:ny/cd:19
12051,ocd-division/country:us/state:ny
12052,ocd-division/country:us/state:ny/cd:19
12052,ocd-division/country:us/state:ny
12053,ocd-division/country:us/state:ny/cd:19
12053,ocd-division/country:us/state:ny
12053,ocd-division/country:us/state:ny/cd:20
12054,ocd-division/country:us/state:ny/cd:20
12054,ocd-division/country:us/state:ny
12056,ocd-division/country:us/state:ny/cd:20
12056,ocd-division/country:us/state:ny
12057,ocd-division/country:us/state:ny/cd:19
12057,ocd-division/country:us/state:ny
12057,ocd-division/country:us/state:ny/cd:21
12058,ocd-division/country:us/state:ny/cd:19
12058,ocd-division/country:us/state:ny
12059,ocd-division/country:us/state:ny/cd:20
12059,ocd-division/country:us/state:ny
12060,ocd-division/country:us/state:ny/cd:19
12060,ocd-division/country:us/state:ny
12061,ocd-division/country:us/state:ny/cd:19
12061,ocd-division/country:us/state:ny
12061,ocd-division/country:us/state:ny/cd:20
12062,ocd-division/country:us/state:ny/cd:19
12062,ocd-division/country:us/state:ny
12063,ocd-division/country:us/state:ny/cd:19
12063,ocd-division/country:us/state:ny
12063,ocd-division/country:us/state:ny/cd:20
12064,ocd-division/country:us/state:ny/cd:19
12064,ocd-division/country:us/state:ny
12065,ocd-division/country:us/state:ny/cd:20
12065,ocd-division/country:us/state:ny
12066,ocd-division/country:us/state:ny/cd:19
12066,ocd-division/country:us/state:ny
12066,ocd-division/country:us/state:ny/cd:20
12067,ocd-division/country:us/state:ny/cd:20
12067,ocd-division/country:us/state:ny
12068,ocd-division/country:us/state:ny/cd:19
12068,ocd-division/country:us/state:ny
12068,ocd-division/country:us/state:ny/cd:20
12068,ocd-division/country:us/state:ny/cd:21
12069,ocd-division/country:us/state:ny/cd:20
12069,ocd-division/country:us/state:ny
12070,ocd-division/country:us/state:ny/cd:20
12070,ocd-division/country:us/state:ny
12070,ocd-division/country:us/state:ny/cd:21
12071,ocd-division/country:us/state:ny/cd:19
12071,ocd-division/country:us/state:ny
12072,ocd-division/country:us/state:ny/cd:19
12072,ocd-division/country:us/state:ny
12072,ocd-division/country:us/state:ny/cd:20
12074,ocd-division/country:us/state:ny/cd:20
12074,ocd-division/country:us/state:ny
12074,ocd-division/country:us/state:ny/cd:21
12075,ocd-division/country:us/state:ny/cd:19
12075,ocd-division/country:us/state:ny
12076,ocd-division/country:us/state:ny/cd:19
12076,ocd-division/country:us/state:ny
12077,ocd-division/country:us/state:ny/cd:20
12077,ocd-division/country:us/state:ny
12078,ocd-division/country:us/state:ny/cd:21
12078,ocd-division/country:us/state:ny
12083,ocd-division/country:us/state:ny/cd:19
12083,ocd-division/country:us/state:ny
12083,ocd-division/country:us/state:ny/cd:20
12084,ocd-division/country:us/state:ny/cd:20
12084,ocd-division/country:us/state:ny
12085,ocd-division/country:us/state:ny/cd:20
12085,ocd-division/country:us/state:ny
12086,ocd-division/country:us/state:ny/cd:20
12086,ocd-division/country:us/state:ny
12086,ocd-division/country:us/state:ny/cd:21
12087,ocd-division/country:us/state:ny/cd:19
12087,ocd-division/country:us/state:ny
12087,ocd-division/country:us/state:ny/cd:20
12089,ocd-division/country:us/state:ny/cd:19
12089,ocd-division/country:us/state:ny
12090,ocd-division/country:us/state:ny/cd:19
12090,ocd-division/country:us/state:ny
12092,ocd-division/country:us/state:ny/cd:19
12092,ocd-division/country:us/state:ny
12093,ocd-division/country:us/state:ny/cd:19
12093,ocd-division/country:us/state:ny
12094,ocd-division/country:us/state:ny/cd:19
12094,ocd-division/country:us/state:ny
12094,ocd-division/country:us/state:ny/cd:21
12095,ocd-division/country:us/state:ny/cd:20
12095,ocd-division/country:us/state:ny
12095,ocd-division/country:us/state:ny/cd:21
12106,ocd-division/country:us/state:ny/cd:19
12106,ocd-division/country:us/state:ny
12108,ocd-division/country:us/state:ny/cd:21
12108,ocd-division/country:us/state:ny
12110,ocd-division/country:us/state:ny/cd:20
12110,ocd-division/country:us/state:ny
12115,ocd-division/country:us/state:ny/cd:19
12115,ocd-division/country:us/state:ny
12116,ocd-division/country:us/state:ny/cd:19
12116,ocd-division/country:us/state:ny
12117,ocd-division/country:us/state:ny/cd:21
12117,ocd-division/country:us/state:ny
12118,ocd-division/country:us/state:ny/cd:19
12118,ocd-division/country:us/state:ny
12118,ocd-division/country:us/state:ny/cd:20
12118,ocd-division/country:us/state:ny/cd:21
12120,ocd-division/country:us/state:ny/cd:19
12120,ocd-division/country:us/state:ny
12120,ocd-division/country:us/state:ny/cd:20
12121,ocd-division/country:us/state:ny/cd:19
12121,ocd-division/country:us/state:ny
12122,ocd-division/country:us/state:ny/cd:19
12122,ocd-division/country:us/state:ny
12122,ocd-division/country:us/state:ny/cd:20
12123,ocd-division/country:us/state:ny/cd:19
12123,ocd-division/country:us/state:ny
12123,ocd-division/country:us/state:ny/cd:20
12124,ocd-division/country:us/state:ny/cd:19
12124,ocd-division/country:us/state:ny
12125,ocd-division/country:us/state:ny/cd:19
12125,ocd-division/country:us/state:ny
12130,ocd-division/country:us/state:ny/cd:19
12130,ocd-division/country:us/state:ny
12131,ocd-division/country:us/state:ny/cd:19
12131,ocd-division/country:us/state:ny
12132,ocd-division/country:us/state:ny/cd:19
12132,ocd-division/country:us/state:ny
12134,ocd-division/country:us/state:ny/cd:21
12134,ocd-division/country:us/state:ny
12136,ocd-division/country:us/state:ny/cd:19
12136,ocd-division/country:us/state:ny
12137,ocd-division/country:us/state:ny/cd:20
12137,ocd-division/country:us/state:ny
12138,ocd-division/country:us/state:ny/cd:19
12138,ocd-division/country:us/state:ny
12139,ocd-division/country:us/state:ny/cd:21
12139,ocd-division/country:us/state:ny
12140,ocd-division/country:us/state:ny/cd:19
12140,ocd-division/country:us/state:ny
12143,ocd-division/country:us/state:ny/cd:19
12143,ocd-division/country:us/state:ny
12143,ocd-division/country:us/state:ny/cd:20
12144,ocd-division/country:us/state:ny/cd:20
12144,ocd-division/country:us/state:ny
12147,ocd-division/country:us/state:ny/cd:20
12147,ocd-division/country:us/state:ny
12148,ocd-division/country:us/state:ny/cd:20
12148,ocd-division/country:us/state:ny
12149,ocd-division/country:us/state:ny/cd:19
12149,ocd-division/country:us/state:ny
12150,ocd-division/country:us/state:ny/cd:20
12150,ocd-division/country:us/state:ny
12151,ocd-division/country:us/state:ny/cd:20
12151,ocd-division/country:us/state:ny
12153,ocd-division/country:us/state:ny/cd:19
12153,ocd-division/country:us/state:ny
12154,ocd-division/country:us/state:ny/cd:19
12154,ocd-division/country:us/state:ny
12154,ocd-division/country:us/state:ny/cd:21
12155,ocd-division/country:us/state:ny/cd:19
12155,ocd-division/country:us/state:ny
12156,ocd-division/country:us/state:ny/cd:19
12156,ocd-division/country:us/state:ny
12156,ocd-division/country:us/state:ny/cd:20
12157,ocd-division/country:us/state:ny/cd:19
12157,ocd-division/country:us/state:ny
12157,ocd-division/country:us/state:ny/cd:20
12158,ocd-division/country:us/state:ny/cd:20
12158,ocd-division/country:us/state:ny
12159,ocd-division/country:us/state:ny/cd:20
12159,ocd-division/country:us/state:ny
12160,ocd-division/country:us/state:ny/cd:19
12160,ocd-division/country:us/state:ny
12161,ocd-division/country:us/state:ny/cd:20
12161,ocd-division/country:us/state:ny
12164,ocd-division/country:us/state:ny/cd:21
12164,ocd-division/country:us/state:ny
12165,ocd-division/country:us/state:ny/cd:19
12165,ocd-division/country:us/state:ny
12166,ocd-division/country:us/state:ny/cd:19
12166,ocd-division/country:us/state:ny
12166,ocd-division/country:us/state:ny/cd:20
12167,ocd-division/country:us/state:ny/cd:19
12167,ocd-division/country:us/state:ny
12168,ocd-division/country:us/state:ny/cd:19
12168,ocd-division/country:us/state:ny
12169,ocd-division/country:us/state:ny/cd:19
12169,ocd-division/country:us/state:ny
12170,ocd-division/country:us/state:ny/cd:20
12170,ocd-division/country:us/state:ny
12170,ocd-division/country:us/state:ny/cd:21
12172,ocd-division/country:us/state:ny/cd:19
12172,ocd-division/country:us/state:ny
12173,ocd-division/country:us/state:ny/cd:19
12173,ocd-division/country:us/state:ny
12174,ocd-division/country:us/state:ny/cd:19
12174,ocd-division/country:us/state:ny
12175,ocd-division/country:us/state:ny/cd:19
12175,ocd-division/country:us/state:ny
12176,ocd-division/country:us/state:ny/cd:19
12176,ocd-division/country:us/state:ny
12177,ocd-division/country:us/state:ny/cd:20
12177,ocd-division/country:us/state:ny
12180,ocd-division/country:us/state:ny/cd:19
12180,ocd-division/country:us/state:ny
12180,ocd-division/country:us/state:ny/cd:20
12182,ocd-division/country:us/state:ny/cd:19
12182,ocd-division/country:us/state:ny
12182,ocd-division/country:us/state:ny/cd:20
12183,ocd-division/country:us/state:ny/cd:20
12183,ocd-division/country:us/state:ny
12184,ocd-division/country:us/state:ny/cd:19
12184,ocd-division/country:us/state:ny
12185,ocd-division/country:us/state:ny/cd:19
12185,ocd-division/country:us/state:ny
12185,ocd-division/country:us/state:ny/cd:21
12186,ocd-division/country:us/state:ny/cd:20
12186,ocd-division/country:us/state:ny
12187,ocd-division/country:us/state:ny/cd:19
12187,ocd-division/country:us/state:ny
12188,ocd-division/country:us/state:ny/cd:20
12188,ocd-division/country:us/state:ny
12189,ocd-division/country:us/state:ny/cd:20
12189,ocd-division/country:us/state:ny
12190,ocd-division/country:us/state:ny/cd:21
12190,ocd-division/country:us/state:ny
12192,ocd-division/country:us/state:ny/cd:19
12192,ocd-division/country:us/state:ny
12193,ocd-division/country:us/state:ny/cd:20
12193,ocd-division/country:us/state:ny
12194,ocd-division/country:us/state:ny/cd:19
12194,ocd-division/country:us/state:ny
12195,ocd-division/country:us/state:ny/cd:19
12195,ocd-division/country:us/state:ny
12196,ocd-division/country:us/state:ny/cd:19
12196,ocd-division/country:us/state:ny
12196,ocd-division/country:us/state:ny/cd:20
12197,ocd-division/country:us/state:ny/cd:19
12197,ocd-division/country:us/state:ny
12198,ocd-division/country:us/state:ny/cd:19
12198,ocd-division/country:us/state:ny
12198,ocd-division/country:us/state:ny/cd:20
12202,ocd-division/country:us/state:ny/cd:20
12202,ocd-division/country:us/state:ny
12203,ocd-division/country:us/state:ny/cd:20
12203,ocd-division/country:us/state:ny
12204,ocd-division/country:us/state:ny/cd:20
12204,ocd-division/country:us/state:ny
12205,ocd-division/country:us/state:ny/cd:20
12205,ocd-division/country:us/state:ny
12206,ocd-division/country:us/state:ny/cd:20
12206,ocd-division/country:us/state:ny
12207,ocd-division/country:us/state:ny/cd:20
12207,ocd-division/country:us/state:ny
12208,ocd-division/country:us/state:ny/cd:20
12208,ocd-division/country:us/state:ny
12209,ocd-division/country:us/state:ny/cd:20
12209,ocd-division/country:us/state:ny
12210,ocd-division/country:us/state:ny/cd:20
12210,ocd-division/country:us/state:ny
12211,ocd-division/country:us/state:ny/cd:20
12211,ocd-division/country:us/state:ny
12222,ocd-division/country:us/state:ny/cd:20
12222,ocd-division/country:us/state:ny
12302,ocd-division/country:us/state:ny/cd:20
12302,ocd-division/country:us/state:ny
12303,ocd-division/country:us/state:ny/cd:20
12303,ocd-division/country:us/state:ny
12304,ocd-division/country:us/state:ny/cd:20
12304,ocd-division/country:us/state:ny
12305,ocd-division/country:us/state:ny/cd:20
12305,ocd-division/country:us/state:ny
12306,ocd-division/country:us/state:ny/cd:20
12306,ocd-division/country:us/state:ny
12307,ocd-division/country:us/state:ny/cd:20
12307,ocd-division/country:us/state:ny
12308,ocd-division/country:us/state:ny/cd:20
12308,ocd-division/country:us/state:ny
12309,ocd-division/country:us/state:ny/cd:20
12309,ocd-division/country:us/state:ny
12401,ocd-division/country:us/state:ny/cd:19
12401,ocd-division/country:us/state:ny
12404,ocd-division/country:us/state:ny/cd:19
12404,ocd-division/country:us/state:ny
12405,ocd-division/country:us/state:ny/cd:19
12405,ocd-division/country:us/state:ny
12406,ocd-division/country:us/state:ny/cd:19
12406,ocd-division/country:us/state:ny
12407,ocd-division/country:us/state:ny/cd:19
12407,ocd-division/country:us/state:ny
12409,ocd-division/country:us/state:ny/cd:19
12409,ocd-division/country:us/state:ny
12410,ocd-division/country:us/state:ny/cd:19
12410,ocd-division/country:us/state:ny
12411,ocd-division/country:us/state:ny/cd:19
12411,ocd-division/country:us/state:ny
12412,ocd-division/country:us/state:ny/cd:19
12412,ocd-division/country:us/state:ny
12413,ocd-division/country:us/state:ny/cd:19
12413,ocd-division/country:us/state:ny
12414,ocd-division/country:us/state:ny/cd:19
12414,ocd-division/country:us/state:ny
12416,ocd-division/country:us/state:ny/cd:19
12416,ocd-division/country:us/state:ny
12417,ocd-division/country:us/state:ny/cd:19
12417,ocd-division/country:us/state:ny
12418,ocd-division/country:us/state:ny/cd:19
12418,ocd-division/country:us/state:ny
12419,ocd-division/country:us/state:ny/cd:19
12419,ocd-division/country:us/state:ny
12420,ocd-division/country:us/state:ny/cd:19
12420,ocd-division/country:us/state:ny
12421,ocd-division/country:us/state:ny/cd:19
12421,ocd-division/country:us/state:ny
12422,ocd-division/country:us/state:ny/cd:19
12422,ocd-division/country:us/state:ny
12423,ocd-division/country:us/state:ny/cd:19
12423,ocd-division/country:us/state:ny
12424,ocd-division/country:us/state:ny/cd:19
12424,ocd-division/country:us/state:ny
12427,ocd-division/country:us/state:ny/cd:19
12427,ocd-division/country:us/state:ny
12428,ocd-division/country:us/state:ny/cd:19
12428,ocd-division/country:us/state:ny
12429,ocd-division/country:us/state:ny/cd:19
12429,ocd-division/country:us/state:ny
12430,ocd-division/country:us/state:ny/cd:19
12430,ocd-division/country:us/state:ny
12431,ocd-division/country:us/state:ny/cd:19
12431,ocd-division/country:us/state:ny
12432,ocd-division/country:us/state:ny/cd:19
12432,ocd-division/country:us/state:ny
12433,ocd-division/country:us/state:ny/cd:19
12433,ocd-division/country:us/state:ny
12434,ocd-division/country:us/state:ny/cd:19
12434,ocd-division/country:us/state:ny
12435,ocd-division/country:us/state:ny/cd:19
12435,ocd-division/country:us/state:ny
12436,ocd-division/country:us/state:ny/cd:19
12436,ocd-division/country:us/state:ny
12438,ocd-division/country:us/state:ny/cd:19
12438,ocd-division/country:us/state:ny
12439,ocd-division/country:us/state:ny/cd:19
12439,ocd-division/country:us/state:ny
12440,ocd-division/country:us/state:ny/cd:19
12440,ocd-division/country:us/state:ny
12441,ocd-division/country:us/state:ny/cd:19
12441,ocd-division/country:us/state:ny
12442,ocd-division/country:us/state:ny/cd:19
12442,ocd-division/country:us/state:ny
12443,ocd-division/country:us/state:ny/cd:19
12443,ocd-division/country:us/state:ny
12444,ocd-division/country:us/state:ny/cd:19
12444,ocd-division/country:us/state:ny
12446,ocd-division/country:us/state:ny/cd:19
12446,ocd-division/country:us/state:ny
12448,ocd-division/country:us/state:ny/cd:19
12448,ocd-division/country:us/state:ny
12449,ocd-division/country:us/state:ny/cd:19
12449,ocd-division/country:us/state:ny
12450,ocd-division/country:us/state:ny/cd:19
12450,ocd-division/country:us/state:ny
12451,ocd-division/country:us/state:ny/cd:19
12451,ocd-division/country:us/state:ny
12452,ocd-division/country:us/state:ny/cd:19
12452,ocd-division/country:us/state:ny
12453,ocd-division/country:us/state:ny/cd:19
12453,ocd-division/country:us/state:ny
12454,ocd-division/country:us/state:ny/cd:19
12454,ocd-division/country:us/state:ny
12455,ocd-division/country:us/state:ny/cd:19
12455,ocd-division/country:us/state:ny
12456,ocd-division/country:us/state:ny/cd:19
12456,ocd-division/country:us/state:ny
12457,ocd-division/country:us/state:ny/cd:19
12457,ocd-division/country:us/state:ny
12458,ocd-division/country:us/state:ny/cd:19
12458,ocd-division/country:us/state:ny
12459,ocd-division/country:us/state:ny/cd:19
12459,ocd-division/country:us/state:ny
12460,ocd-division/country:us/state:ny/cd:19
12460,ocd-division/country:us/state:ny
12461,ocd-division/country:us/state:ny/cd:19
12461,ocd-division/country:us/state:ny
12463,ocd-division/country:us/state:ny/cd:19
12463,ocd-division/country:us/state:ny
12464,ocd-division/country:us/state:ny/cd:19
12464,ocd-division/country:us/state:ny
12465,ocd-division/country:us/state:ny/cd:19
12465,ocd-division/country:us/state:ny
12466,ocd-division/country:us/state:ny/cd:19
12466,ocd-division/country:us/state:ny
12468,ocd-division/country:us/state:ny/cd:19
12468,ocd-division/country:us/state:ny
12469,ocd-division/country:us/state:ny/cd:19
12469,ocd-division/country:us/state:ny
12469,ocd-division/country:us/state:ny/cd:20
12470,ocd-division/country:us/state:ny/cd:19
12470,ocd-division/country:us/state:ny
12471,ocd-division/country:us/state:ny/cd:19
12471,ocd-division/country:us/state:ny
12472,ocd-division/country:us/state:ny/cd:19
12472,ocd-division/country:us/state:ny
12473,ocd-division/country:us/state:ny/cd:19
12473,ocd-division/country:us/state:ny
12474,ocd-division/country:us/state:ny/cd:19
12474,ocd-division/country:us/state:ny
12475,ocd-division/country:us/state:ny/cd:19
12475,ocd-division/country:us/state:ny
12477,ocd-division/country:us/state:ny/cd:19
12477,ocd-division/country:us/state:ny
12480,ocd-division/country:us/state:ny/cd:19
12480,ocd-division/country:us/state:ny
12481,ocd-division/country:us/state:ny/cd:19
12481,ocd-division/country:us/state:ny
12482,ocd-division/country:us/state:ny/cd:19
12482,ocd-division/country:us/state:ny
12483,ocd-division/country:us/state:ny/cd:19
12483,ocd-division/country:us/state:ny
12484,ocd-division/country:us/state:ny/cd:19
12484,ocd-division/country:us/state:ny
12485,ocd-division/country:us/state:ny/cd:19
12485,ocd-division/country:us/state:ny
12486,ocd-division/country:us/state:ny/cd:19
12486,ocd-division/country:us/state:ny
12487,ocd-division/country:us/state:ny/cd:19
12487,ocd-division/country:us/state:ny
12489,ocd-division/country:us/state:ny/cd:19
12489,ocd-division/country:us/state:ny
12490,ocd-division/country:us/state:ny/cd:19
12490,ocd-division/country:us/state:ny
12491,ocd-division/country:us/state:ny/cd:19
12491,ocd-division/country:us/state:ny
12492,ocd-division/country:us/state:ny/cd:19
12492,ocd-division/country:us/state:ny
12493,ocd-division/country:us/state:ny/cd:19
12493,ocd-division/country:us/state:ny
12494,ocd-division/country:us/state:ny/cd:19
12494,ocd-division/country:us/state:ny
12495,ocd-division/country:us/state:ny/cd:19
12495,ocd-division/country:us/state:ny
12496,ocd-division/country:us/state:ny/cd:19
12496,ocd-division/country:us/state:ny
12498,ocd-division/country:us/state:ny/cd:19
12498,ocd-division/country:us/state:ny
12501,ocd-division/country:us/state:ny/cd:19
12501,ocd-division/country:us/state:ny
12502,ocd-division/country:us/state:ny/cd:19
12502,ocd-division/country:us/state:ny
12503,ocd-division/country:us/state:ny/cd:19
12503,ocd-division/country:us/state:ny
12504,ocd-division/country:us/state:ny/cd:19
12504,ocd-division/country:us/state:ny
12507,ocd-division/country:us/state:ny/cd:19
12507,ocd-division/country:us/state:ny
12508,ocd-division/country:us/state:ny/cd:18
12508,ocd-division/country:us/state:ny
12512,ocd-division/country:us/state:ny/cd:18
12512,ocd-division/country:us/state:ny
12513,ocd-division/country:us/state:ny/cd:19
12513,ocd-division/country:us/state:ny
12514,ocd-division/country:us/state:ny/cd:19
12514,ocd-division/country:us/state:ny
12515,ocd-division/country:us/state:ny/cd:19
12515,ocd-division/country:us/state:ny
12516,ocd-division/country:us/state:ny/cd:19
12516,ocd-division/country:us/state:ny
12517,ocd-division/country:us/state:ny/cd:19
12517,ocd-division/country:us/state:ny
12518,ocd-division/country:us/state:ny/cd:18
12518,ocd-division/country:us/state:ny
12520,ocd-division/country:us/state:ny/cd:18
12520,ocd-division/country:us/state:ny
12521,ocd-division/country:us/state:ny/cd:19
12521,ocd-division/country:us/state:ny
12522,ocd-division/country:us/state:ny/cd:19
12522,ocd-division/country:us/state:ny
12523,ocd-division/country:us/state:ny/cd:19
12523,ocd-division/country:us/state:ny
12524,ocd-division/country:us/state:ny/cd:18
12524,ocd-division/country:us/state:ny
12525,ocd-division/country:us/state:ny/cd:19
12525,ocd-division/country:us/state:ny
12526,ocd-division/country:us/state:ny/cd:19
12526,ocd-division/country:us/state:ny
12527,ocd-division/country:us/state:ny/cd:18
12527,ocd-division/country:us/state:ny
12528,ocd-division/country:us/state:ny/cd:19
12528,ocd-division/country:us/state:ny
12529,ocd-division/country:us/state:ny/cd:19
12529,ocd-division/country:us/state:ny
12530,ocd-division/country:us/state:ny/cd:19
12530,ocd-division/country:us/state:ny
12531,ocd-division/country:us/state:ny/cd:18
12531,ocd-division/country:us/state:ny
12531,ocd-division/country:us/state:ny/cd:19
12533,ocd-division/country:us/state:ny/cd:18
12533,ocd-division/country:us/state:ny
12533,ocd-division/country:us/state:ny/cd:19
12534,ocd-division/country:us/state:ny/cd:19
12534,ocd-division/country:us/state:ny
12538,ocd-division/country:us/state:ny/cd:18
12538,ocd-division/country:us/state:ny
12538,ocd-division/country:us/state:ny/cd:19
12540,ocd-division/country:us/state:ny/cd:18
12540,ocd-division/country:us/state:ny
12540,ocd-division/country:us/state:ny/cd:19
12542,ocd-division/country:us/state:ny/cd:18
12542,ocd-division/country:us/state:ny
12542,ocd-division/country:us/state:ny/cd:19
12543,ocd-division/country:us/state:ny/cd:18
12543,ocd-division/country:us/state:ny
12545,ocd-division/country:us/state:ny/cd:19
12545,ocd-division/country:us/state:ny
12546,ocd-division/country:us/state:ny/cd:19
12546,ocd-division/country:us/state:ny
12547,ocd-division/country:us/state:ny/cd:19
12547,ocd-division/country:us/state:ny
12548,ocd-division/country:us/state:ny/cd:19
12548,ocd-division/country:us/state:ny
12549,ocd-division/country:us/state:ny/cd:18
12549,ocd-division/country:us/state:ny
12550,ocd-division/country:us/state:ny/cd:18
12550,ocd-division/country:us/state:ny
